id,label,Var3
4367,ductal,ductal
1100,ductal,ductal
7204,ductal,ductal
1800,ductal,ductal
1901,t_cell,ductal
445,endothelial,ductal
6192,activated_stellate,ductal
1846,endothelial,ductal
1148,quiescent_stellate,ductal
1815,endothelial,ductal
456,endothelial,ductal
1152,endothelial,ductal
408,endothelial,ductal
422,endothelial,ductal
7834,t_cell,ductal
419,endothelial,ductal
463,endothelial,ductal
418,ductal,ductal
1044,endothelial,ductal
992,endothelial,ductal
420,endothelial,ductal
1127,endothelial,ductal
3026,ductal,ductal
3176,ductal,ductal
2884,ductal,ductal
6316,macrophage,ductal
3556,ductal,ductal
3517,endothelial,ductal
3078,t_cell,ductal
2419,endothelial,ductal
6240,endothelial,ductal
2478,endothelial,ductal
1056,endothelial,ductal
1145,endothelial,ductal
3648,ductal,ductal
2427,ductal,ductal
6299,t_cell,ductal
4415,endothelial,ductal
8481,ductal,ductal
7838,endothelial,ductal
8455,ductal,ductal
1034,endothelial,ductal
1038,endothelial,ductal
7868,ductal,ductal
8218,ductal,ductal
3606,ductal,ductal
3051,ductal,ductal
1919,ductal,ductal
7862,ductal,ductal
1142,ductal,ductal
1876,ductal,ductal
7255,ductal,ductal
7867,ductal,ductal
3608,ductal,ductal
3094,alpha,ductal
4381,endothelial,ductal
7093,endothelial,ductal
1792,quiescent_stellate,ductal
7163,quiescent_stellate,ductal
242,quiescent_stellate,ductal
7200,acinar,ductal
3589,quiescent_stellate,ductal
5426,ductal,ductal
505,endothelial,ductal
6195,ductal,ductal
3036,mast,ductal
4431,beta,ductal
3024,mast,ductal
1713,mast,ductal
3022,mast,ductal
3592,mast,ductal
5356,mast,ductal
4308,mast,ductal
3626,mast,ductal
6252,mast,ductal
7241,alpha,ductal
4491,alpha,ductal
6319,alpha,ductal
3060,alpha,ductal
2491,alpha,ductal
3091,alpha,ductal
7196,alpha,ductal
1190,endothelial,ductal
3086,t_cell,ductal
6296,endothelial,ductal
1766,endothelial,ductal
5034,ductal,ductal
4212,ductal,ductal
2316,beta,ductal
8415,beta,ductal
8249,beta,ductal
6966,beta,ductal
2849,endothelial,ductal
1730,endothelial,ductal
3076,ductal,ductal
4505,ductal,ductal
3059,ductal,ductal
1791,epsilon,ductal
2343,activated_stellate,ductal
1065,epsilon,ductal
1660,epsilon,ductal
1881,epsilon,ductal
1654,epsilon,ductal
323,epsilon,ductal
540,endothelial,ductal
4454,ductal,ductal
6313,quiescent_stellate,ductal
1696,endothelial,ductal
3406,quiescent_stellate,ductal
4987,endothelial,ductal
2302,endothelial,ductal
3401,endothelial,ductal
4097,endothelial,ductal
6177,endothelial,ductal
3388,endothelial,ductal
1749,endothelial,ductal
5060,ductal,ductal
2959,ductal,ductal
2371,ductal,ductal
3047,ductal,ductal
2123,ductal,ductal
4847,ductal,ductal
4307,ductal,ductal
3265,ductal,ductal
3104,ductal,ductal
342,ductal,ductal
7085,ductal,ductal
6976,ductal,ductal
5271,ductal,ductal
7020,ductal,ductal
6053,alpha,ductal
1636,ductal,ductal
4260,ductal,ductal
6126,ductal,ductal
6905,ductal,ductal
5253,ductal,ductal
5256,ductal,ductal
5283,ductal,ductal
7077,ductal,ductal
7037,ductal,ductal
4855,ductal,ductal
6187,ductal,ductal
1101,ductal,ductal
7704,ductal,ductal
6779,ductal,ductal
2218,ductal,ductal
2410,ductal,ductal
3300,ductal,ductal
2264,ductal,ductal
2288,ductal,ductal
2092,ductal,ductal
3240,ductal,ductal
2650,acinar,ductal
8257,ductal,ductal
2703,ductal,ductal
3006,ductal,ductal
5677,ductal,ductal
6793,ductal,ductal
2906,ductal,ductal
2632,ductal,ductal
2857,ductal,ductal
2310,ductal,ductal
2448,ductal,ductal
3266,ductal,ductal
3294,ductal,ductal
3329,ductal,ductal
2387,ductal,ductal
2997,ductal,ductal
2256,ductal,ductal
4363,ductal,ductal
7001,alpha,ductal
440,ductal,ductal
5244,ductal,ductal
7810,ductal,ductal
998,ductal,ductal
1795,ductal,ductal
1626,endothelial,ductal
2153,endothelial,ductal
2125,endothelial,ductal
3563,ductal,ductal
3602,ductal,ductal
477,ductal,ductal
3019,ductal,ductal
2916,ductal,ductal
1062,ductal,ductal
4397,ductal,ductal
6702,ductal,ductal
4240,ductal,ductal
7003,acinar,ductal
2768,ductal,ductal
4296,ductal,ductal
4433,ductal,ductal
4372,ductal,ductal
7124,ductal,ductal
5821,ductal,ductal
3484,ductal,ductal
3544,ductal,ductal
3431,ductal,ductal
7193,ductal,ductal
3334,ductal,ductal
2251,ductal,ductal
2736,ductal,ductal
2773,ductal,ductal
2213,ductal,ductal
2416,ductal,ductal
3536,ductal,ductal
3518,ductal,ductal
3603,ductal,ductal
3437,ductal,ductal
2404,ductal,ductal
1449,ductal,ductal
3541,ductal,ductal
750,ductal,ductal
7164,ductal,ductal
6964,ductal,ductal
4331,ductal,ductal
5923,ductal,ductal
4003,ductal,ductal
7118,ductal,ductal
5263,ductal,ductal
6887,ductal,ductal
410,ductal,ductal
7718,ductal,ductal
8384,ductal,ductal
7773,ductal,ductal
3546,ductal,ductal
1140,ductal,ductal
5314,ductal,ductal
330,ductal,ductal
4297,ductal,ductal
2281,ductal,ductal
3414,ductal,ductal
2200,ductal,ductal
3313,ductal,ductal
6901,ductal,ductal
5973,ductal,ductal
6218,ductal,ductal
1752,ductal,ductal
4149,ductal,ductal
4130,ductal,ductal
6317,ductal,ductal
5310,ductal,ductal
6256,ductal,ductal
6907,ductal,ductal
6751,ductal,ductal
6210,ductal,ductal
4417,ductal,ductal
6931,ductal,ductal
6182,ductal,ductal
6152,ductal,ductal
6778,ductal,ductal
4309,ductal,ductal
5744,endothelial,ductal
5217,endothelial,ductal
3576,ductal,ductal
4275,ductal,ductal
4370,ductal,ductal
3207,ductal,ductal
898,ductal,ductal
319,endothelial,ductal
1023,ductal,ductal
1009,ductal,ductal
7732,ductal,ductal
6728,ductal,ductal
5248,ductal,ductal
6071,ductal,ductal
6253,ductal,ductal
6176,ductal,ductal
7082,ductal,ductal
4255,ductal,ductal
4218,ductal,ductal
6932,ductal,ductal
6030,ductal,ductal
6087,ductal,ductal
5164,ductal,ductal
2380,gamma,ductal
7615,macrophage,ductal
8083,macrophage,ductal
5195,ductal,ductal
7141,ductal,ductal
4295,ductal,ductal
999,activated_stellate,ductal
5088,endothelial,ductal
5880,endothelial,ductal
2471,ductal,ductal
3467,ductal,ductal
3531,ductal,ductal
3488,ductal,ductal
2576,ductal,ductal
449,ductal,ductal
6682,ductal,ductal
903,ductal,ductal
1094,beta,ductal
2769,ductal,ductal
6266,ductal,ductal
1052,ductal,ductal
3491,ductal,ductal
6884,ductal,ductal
4238,ductal,ductal
2759,schwann,ductal
728,ductal,ductal
6199,ductal,ductal
1548,endothelial,ductal
2861,ductal,ductal
2546,ductal,ductal
8216,ductal,ductal
2246,ductal,ductal
2714,ductal,ductal
2743,ductal,ductal
2696,ductal,ductal
2088,ductal,ductal
8258,ductal,ductal
8127,ductal,ductal
7553,ductal,ductal
8072,ductal,ductal
8150,ductal,ductal
8364,ductal,ductal
8157,ductal,ductal
7981,ductal,ductal
7410,ductal,ductal
7415,ductal,ductal
900,ductal,ductal
970,ductal,ductal
2514,ductal,ductal
8185,ductal,ductal
8158,ductal,ductal
8068,ductal,ductal
3210,ductal,ductal
2732,ductal,ductal
2623,ductal,ductal
3292,ductal,ductal
2880,ductal,ductal
2606,ductal,ductal
8109,ductal,ductal
8006,ductal,ductal
7626,ductal,ductal
7679,ductal,ductal
7638,ductal,ductal
7569,ductal,ductal
2193,ductal,ductal
3404,ductal,ductal
7539,ductal,ductal
2240,ductal,ductal
3111,ductal,ductal
2333,ductal,ductal
2877,ductal,ductal
2654,ductal,ductal
2571,ductal,ductal
2531,ductal,ductal
2278,ductal,ductal
2127,ductal,ductal
8295,endothelial,ductal
7627,endothelial,ductal
8145,ductal,ductal
7734,ductal,ductal
8196,ductal,ductal
8154,ductal,ductal
8404,ductal,ductal
8166,ductal,ductal
7504,ductal,ductal
8296,ductal,ductal
8330,ductal,ductal
8075,ductal,ductal
7505,ductal,ductal
2964,ductal,ductal
7688,ductal,ductal
8289,ductal,ductal
7800,ductal,ductal
8035,ductal,ductal
8159,ductal,ductal
8014,ductal,ductal
7385,ductal,ductal
7403,ductal,ductal
1986,ductal,ductal
2019,ductal,ductal
7705,ductal,ductal
7320,ductal,ductal
7794,ductal,ductal
2701,ductal,ductal
3018,ductal,ductal
3350,ductal,ductal
2194,ductal,ductal
2332,ductal,ductal
2129,ductal,ductal
3411,ductal,ductal
3377,ductal,ductal
4337,ductal,ductal
2360,ductal,ductal
2234,ductal,ductal
2244,ductal,ductal
3452,ductal,ductal
2802,ductal,ductal
3283,ductal,ductal
2169,ductal,ductal
2258,ductal,ductal
2689,ductal,ductal
7526,ductal,ductal
7630,ductal,ductal
2114,ductal,ductal
7551,ductal,ductal
7358,ductal,ductal
2393,ductal,ductal
2260,ductal,ductal
2368,ductal,ductal
8309,ductal,ductal
7806,ductal,ductal
8291,ductal,ductal
8286,ductal,ductal
8095,ductal,ductal
8198,ductal,ductal
8122,ductal,ductal
7665,ductal,ductal
8281,ductal,ductal
8462,ductal,ductal
8265,ductal,ductal
8347,ductal,ductal
7517,ductal,ductal
8088,ductal,ductal
7612,ductal,ductal
8354,ductal,ductal
8424,ductal,ductal
8343,ductal,ductal
2685,ductal,ductal
8120,ductal,ductal
8177,ductal,ductal
8268,ductal,ductal
2683,ductal,ductal
2687,ductal,ductal
2295,ductal,ductal
3113,ductal,ductal
7991,ductal,ductal
2097,ductal,ductal
2776,ductal,ductal
3365,ductal,ductal
2188,ductal,ductal
8151,ductal,ductal
3252,ductal,ductal
2722,ductal,ductal
2299,ductal,ductal
2872,ductal,ductal
2775,ductal,ductal
2011,ductal,ductal
3287,ductal,ductal
2693,ductal,ductal
207,ductal,ductal
2363,ductal,ductal
3564,ductal,ductal
791,activated_stellate,ductal
800,endothelial,ductal
8034,ductal,ductal
8534,ductal,ductal
2673,ductal,ductal
5062,ductal,ductal
5657,ductal,ductal
5086,ductal,ductal
889,ductal,ductal
1524,ductal,ductal
8398,ductal,ductal
2359,macrophage,ductal
5567,activated_stellate,ductal
928,macrophage,ductal
7964,ductal,ductal
8210,ductal,ductal
8164,ductal,ductal
8205,ductal,ductal
8300,ductal,ductal
8284,ductal,ductal
8435,beta,ductal
3630,beta,ductal
3423,ductal,ductal
7486,ductal,ductal
1550,quiescent_stellate,ductal
2198,ductal,ductal
5688,ductal,ductal
3199,ductal,ductal
5685,ductal,ductal
7447,ductal,ductal
2006,ductal,ductal
4749,ductal,ductal
7414,ductal,ductal
8133,ductal,ductal
8059,ductal,ductal
7645,ductal,ductal
825,ductal,ductal
3187,ductal,ductal
1965,ductal,ductal
3967,ductal,ductal
2050,ductal,ductal
2004,ductal,ductal
3823,ductal,ductal
4967,ductal,ductal
2071,ductal,ductal
4701,ductal,ductal
6571,ductal,ductal
4972,ductal,ductal
2317,ductal,ductal
957,ductal,ductal
3945,ductal,ductal
1608,ductal,ductal
5979,ductal,ductal
217,ductal,ductal
6801,ductal,ductal
2284,ductal,ductal
5815,ductal,ductal
5017,ductal,ductal
1438,ductal,ductal
5775,ductal,ductal
6616,ductal,ductal
1569,ductal,ductal
1402,ductal,ductal
1476,ductal,ductal
1432,ductal,ductal
6633,ductal,ductal
5955,ductal,ductal
148,ductal,ductal
671,ductal,ductal
4686,ductal,ductal
149,ductal,ductal
4680,ductal,ductal
1415,ductal,ductal
592,ductal,ductal
19,ductal,ductal
1381,ductal,ductal
1308,ductal,ductal
7489,ductal,ductal
1380,ductal,ductal
1312,ductal,ductal
64,ductal,ductal
1488,ductal,ductal
7478,ductal,ductal
7310,ductal,ductal
7913,ductal,ductal
7367,ductal,ductal
1315,ductal,ductal
1394,ductal,ductal
216,ductal,ductal
1358,ductal,ductal
61,ductal,ductal
1270,ductal,ductal
1443,ductal,ductal
1635,ductal,ductal
690,ductal,ductal
284,ductal,ductal
1554,ductal,ductal
780,ductal,ductal
2265,ductal,ductal
8496,ductal,ductal
6419,ductal,ductal
3264,ductal,ductal
4157,ductal,ductal
1622,ductal,ductal
819,ductal,ductal
887,ductal,ductal
7590,ductal,ductal
1414,ductal,ductal
278,ductal,ductal
8207,ductal,ductal
2810,ductal,ductal
1576,ductal,ductal
7537,ductal,ductal
1384,beta,ductal
7318,ductal,ductal
1347,quiescent_stellate,ductal
7330,ductal,ductal
7382,ductal,ductal
7423,ductal,ductal
5735,ductal,ductal
4626,ductal,ductal
5700,ductal,ductal
6452,ductal,ductal
4811,ductal,ductal
4937,ductal,ductal
1611,ductal,ductal
4957,ductal,ductal
1387,alpha,ductal
3794,ductal,ductal
3258,ductal,ductal
1958,ductal,ductal
1966,ductal,ductal
3726,ductal,ductal
613,ductal,ductal
1525,ductal,ductal
1471,ductal,ductal
7285,ductal,ductal
7299,ductal,ductal
7279,ductal,ductal
7271,ductal,ductal
5825,ductal,ductal
4766,ductal,ductal
5704,ductal,ductal
4964,ductal,ductal
4878,ductal,ductal
6810,ductal,ductal
6858,ductal,ductal
5084,ductal,ductal
5894,ductal,ductal
6719,ductal,ductal
7712,ductal,ductal
5732,ductal,ductal
4767,ductal,ductal
6512,ductal,ductal
5663,ductal,ductal
4901,ductal,ductal
6674,ductal,ductal
5850,ductal,ductal
4720,ductal,ductal
2221,ductal,ductal
1642,ductal,ductal
7911,ductal,ductal
674,ductal,ductal
209,ductal,ductal
1671,ductal,ductal
2020,ductal,ductal
696,ductal,ductal
7444,ductal,ductal
4960,ductal,ductal
1955,ductal,ductal
3908,ductal,ductal
7922,ductal,ductal
6517,ductal,ductal
3889,ductal,ductal
5018,ductal,ductal
4881,ductal,ductal
3821,ductal,ductal
6577,ductal,ductal
2035,ductal,ductal
8047,ductal,ductal
7536,ductal,ductal
7997,ductal,ductal
7342,ductal,ductal
7937,ductal,ductal
7713,activated_stellate,ductal
7637,activated_stellate,ductal
2096,ductal,ductal
4820,ductal,ductal
8193,ductal,ductal
5745,ductal,ductal
6541,ductal,ductal
6651,ductal,ductal
4699,ductal,ductal
1253,ductal,ductal
8512,activated_stellate,ductal
7686,ductal,ductal
2879,ductal,ductal
4269,ductal,ductal
8385,ductal,ductal
8427,alpha,ductal
5243,acinar,ductal
4928,activated_stellate,ductal
5762,ductal,ductal
4190,ductal,ductal
6110,ductal,ductal
5721,ductal,ductal
5904,ductal,ductal
3953,ductal,ductal
6634,ductal,ductal
4790,ductal,ductal
4098,ductal,ductal
6726,ductal,ductal
5961,ductal,ductal
6948,ductal,ductal
4873,ductal,ductal
3969,ductal,ductal
836,ductal,ductal
3999,ductal,ductal
6678,ductal,ductal
5882,ductal,ductal
5096,ductal,ductal
4839,ductal,ductal
3926,ductal,ductal
6488,ductal,ductal
5760,ductal,ductal
4161,ductal,ductal
5870,ductal,ductal
5767,ductal,ductal
4156,ductal,ductal
5954,ductal,ductal
4404,ductal,ductal
4975,ductal,ductal
6845,ductal,ductal
5251,ductal,ductal
4043,ductal,ductal
4994,ductal,ductal
5157,ductal,ductal
6854,ductal,ductal
5853,ductal,ductal
6981,ductal,ductal
4941,ductal,ductal
6836,ductal,ductal
5085,ductal,ductal
4215,ductal,ductal
6874,ductal,ductal
6856,ductal,ductal
4094,ductal,ductal
6157,ductal,ductal
6791,ductal,ductal
4328,ductal,ductal
6986,ductal,ductal
6629,ductal,ductal
4239,ductal,ductal
5723,ductal,ductal
4232,ductal,ductal
3732,endothelial,ductal
1468,activated_stellate,ductal
5311,ductal,ductal
5178,acinar,ductal
1820,acinar,ductal
4228,ductal,ductal
4178,ductal,ductal
4223,ductal,ductal
4877,ductal,ductal
5190,ductal,ductal
8510,ductal,ductal
6814,ductal,ductal
5301,ductal,ductal
6699,ductal,ductal
5842,ductal,ductal
8097,ductal,ductal
3393,ductal,ductal
3463,ductal,ductal
4276,ductal,ductal
4141,ductal,ductal
8333,ductal,ductal
4991,alpha,ductal
6627,alpha,ductal
1399,beta,ductal
5774,ductal,ductal
6683,ductal,ductal
5991,ductal,ductal
3949,ductal,ductal
6534,ductal,ductal
6684,ductal,ductal
5074,ductal,ductal
6073,ductal,ductal
5768,ductal,ductal
5892,ductal,ductal
375,ductal,ductal
4898,ductal,ductal
4320,ductal,ductal
6933,ductal,ductal
4225,ductal,ductal
4380,ductal,ductal
7057,ductal,ductal
5169,ductal,ductal
3966,ductal,ductal
5215,ductal,ductal
5188,ductal,ductal
4176,ductal,ductal
6127,ductal,ductal
6866,ductal,ductal
6880,ductal,ductal
6059,ductal,ductal
894,ductal,ductal
6841,ductal,ductal
4949,ductal,ductal
5143,ductal,ductal
4037,ductal,ductal
6770,ductal,ductal
4123,ductal,ductal
5050,activated_stellate,ductal
1614,quiescent_stellate,ductal
5997,activated_stellate,ductal
5019,activated_stellate,ductal
5808,endothelial,ductal
7628,ductal,ductal
7621,ductal,ductal
4956,ductal,ductal
4903,ductal,ductal
4874,ductal,ductal
4391,ductal,ductal
5799,ductal,ductal
6761,ductal,ductal
6638,ductal,ductal
3867,ductal,ductal
4780,ductal,ductal
6545,ductal,ductal
4119,ductal,ductal
4933,ductal,ductal
5755,ductal,ductal
6641,ductal,ductal
7377,ductal,ductal
5929,ductal,ductal
6107,ductal,ductal
5874,ductal,ductal
5835,ductal,ductal
6758,ductal,ductal
4719,ductal,ductal
4201,ductal,ductal
6681,ductal,ductal
5605,ductal,ductal
6548,ductal,ductal
5711,ductal,ductal
5016,ductal,ductal
5840,ductal,ductal
5924,ductal,ductal
980,ductal,ductal
230,ductal,ductal
4248,ductal,ductal
5887,ductal,ductal
6164,ductal,ductal
6811,ductal,ductal
5128,ductal,ductal
6021,ductal,ductal
5165,ductal,ductal
4061,ductal,ductal
4096,ductal,ductal
6138,ductal,ductal
5980,ductal,ductal
6882,ductal,ductal
4211,ductal,ductal
1042,gamma,ductal
2710,ductal,ductal
2383,ductal,ductal
5119,alpha,ductal
1934,beta,ductal
1625,ductal,ductal
6599,ductal,ductal
7425,beta,ductal
4002,ductal,ductal
713,ductal,ductal
5957,ductal,ductal
4237,ductal,ductal
6763,ductal,ductal
3221,ductal,ductal
261,ductal,ductal
4525,endothelial,activated_stellate
3892,activated_stellate,activated_stellate
4829,activated_stellate,activated_stellate
3803,activated_stellate,activated_stellate
4926,activated_stellate,activated_stellate
5587,activated_stellate,activated_stellate
3749,activated_stellate,activated_stellate
627,activated_stellate,activated_stellate
1455,activated_stellate,activated_stellate
698,activated_stellate,activated_stellate
2842,activated_stellate,activated_stellate
7282,activated_stellate,activated_stellate
1946,activated_stellate,activated_stellate
48,activated_stellate,activated_stellate
5608,activated_stellate,activated_stellate
4810,activated_stellate,activated_stellate
3227,activated_stellate,activated_stellate
725,activated_stellate,activated_stellate
85,activated_stellate,activated_stellate
1336,activated_stellate,activated_stellate
156,activated_stellate,activated_stellate
3220,activated_stellate,activated_stellate
3385,activated_stellate,activated_stellate
3343,activated_stellate,activated_stellate
3158,activated_stellate,activated_stellate
2139,activated_stellate,activated_stellate
2827,activated_stellate,activated_stellate
3204,activated_stellate,activated_stellate
2786,activated_stellate,activated_stellate
8392,activated_stellate,activated_stellate
3198,activated_stellate,activated_stellate
2206,activated_stellate,activated_stellate
2804,activated_stellate,activated_stellate
2102,activated_stellate,activated_stellate
2184,activated_stellate,activated_stellate
2154,activated_stellate,activated_stellate
7337,activated_stellate,activated_stellate
8074,activated_stellate,activated_stellate
3376,activated_stellate,activated_stellate
3196,activated_stellate,activated_stellate
2697,activated_stellate,activated_stellate
2007,activated_stellate,activated_stellate
3336,activated_stellate,activated_stellate
3369,activated_stellate,activated_stellate
3323,activated_stellate,activated_stellate
2600,activated_stellate,activated_stellate
2108,activated_stellate,activated_stellate
2203,activated_stellate,activated_stellate
8128,activated_stellate,activated_stellate
6670,activated_stellate,activated_stellate
7620,activated_stellate,activated_stellate
2331,activated_stellate,activated_stellate
5963,activated_stellate,activated_stellate
5615,activated_stellate,activated_stellate
3923,activated_stellate,activated_stellate
1348,activated_stellate,activated_stellate
56,activated_stellate,activated_stellate
2608,activated_stellate,activated_stellate
3262,activated_stellate,activated_stellate
7589,activated_stellate,activated_stellate
7479,activated_stellate,activated_stellate
7501,activated_stellate,activated_stellate
7891,activated_stellate,activated_stellate
7990,activated_stellate,activated_stellate
8079,activated_stellate,activated_stellate
7761,activated_stellate,activated_stellate
8327,activated_stellate,activated_stellate
8244,activated_stellate,activated_stellate
7336,activated_stellate,activated_stellate
1440,activated_stellate,activated_stellate
1452,activated_stellate,activated_stellate
44,activated_stellate,activated_stellate
45,activated_stellate,activated_stellate
7666,activated_stellate,activated_stellate
2676,activated_stellate,activated_stellate
2089,activated_stellate,activated_stellate
3361,activated_stellate,activated_stellate
2080,activated_stellate,activated_stellate
7633,activated_stellate,activated_stellate
7758,ductal,activated_stellate
7475,ductal,activated_stellate
7508,ductal,activated_stellate
7384,ductal,activated_stellate
7968,ductal,activated_stellate
7617,ductal,activated_stellate
3325,ductal,activated_stellate
8062,ductal,activated_stellate
7602,ductal,activated_stellate
7365,ductal,activated_stellate
7483,ductal,activated_stellate
8053,ductal,activated_stellate
8161,ductal,activated_stellate
8179,ductal,activated_stellate
3394,ductal,activated_stellate
1433,ductal,activated_stellate
203,ductal,activated_stellate
7792,ductal,activated_stellate
8413,ductal,activated_stellate
8307,ductal,activated_stellate
215,quiescent_stellate,activated_stellate
8252,activated_stellate,activated_stellate
7343,quiescent_stellate,activated_stellate
7575,activated_stellate,activated_stellate
7348,activated_stellate,activated_stellate
1210,activated_stellate,activated_stellate
16,activated_stellate,activated_stellate
1343,activated_stellate,activated_stellate
41,activated_stellate,activated_stellate
1485,activated_stellate,activated_stellate
2598,activated_stellate,activated_stellate
3140,activated_stellate,activated_stellate
2615,activated_stellate,activated_stellate
1987,activated_stellate,activated_stellate
1218,activated_stellate,activated_stellate
2525,activated_stellate,activated_stellate
7339,activated_stellate,activated_stellate
1243,activated_stellate,activated_stellate
7394,activated_stellate,activated_stellate
7332,activated_stellate,activated_stellate
7940,activated_stellate,activated_stellate
7958,activated_stellate,activated_stellate
2565,activated_stellate,activated_stellate
2778,activated_stellate,activated_stellate
7364,ductal,activated_stellate
8186,ductal,activated_stellate
2142,ductal,activated_stellate
8141,ductal,activated_stellate
8027,ductal,activated_stellate
785,ductal,activated_stellate
8009,ductal,activated_stellate
8069,ductal,activated_stellate
8129,ductal,activated_stellate
8378,ductal,activated_stellate
2889,ductal,activated_stellate
7786,ductal,activated_stellate
3424,ductal,activated_stellate
8544,ductal,activated_stellate
2995,ductal,activated_stellate
8321,ductal,activated_stellate
8090,ductal,activated_stellate
4090,alpha,activated_stellate
8012,ductal,activated_stellate
218,endothelial,activated_stellate
7424,ductal,activated_stellate
7954,ductal,activated_stellate
7278,ductal,activated_stellate
7306,ductal,activated_stellate
7397,ductal,activated_stellate
7923,ductal,activated_stellate
7326,ductal,activated_stellate
2066,ductal,activated_stellate
7906,ductal,activated_stellate
8253,activated_stellate,activated_stellate
8176,activated_stellate,activated_stellate
5698,activated_stellate,activated_stellate
1968,activated_stellate,activated_stellate
5579,endothelial,activated_stellate
1219,activated_stellate,activated_stellate
8131,ductal,activated_stellate
2549,ductal,activated_stellate
8049,ductal,activated_stellate
656,acinar,activated_stellate
3364,ductal,activated_stellate
1448,activated_stellate,activated_stellate
5950,endothelial,activated_stellate
1028,quiescent_stellate,activated_stellate
4895,alpha,activated_stellate
2015,ductal,activated_stellate
2865,ductal,activated_stellate
5138,macrophage,activated_stellate
7706,activated_stellate,activated_stellate
46,activated_stellate,activated_stellate
5550,activated_stellate,activated_stellate
2646,macrophage,activated_stellate
1376,macrophage,activated_stellate
7932,macrophage,activated_stellate
8132,activated_stellate,activated_stellate
7497,macrophage,activated_stellate
2640,macrophage,activated_stellate
288,macrophage,activated_stellate
3367,macrophage,activated_stellate
2926,macrophage,activated_stellate
2104,macrophage,activated_stellate
7561,macrophage,activated_stellate
7411,macrophage,activated_stellate
3243,macrophage,activated_stellate
7362,macrophage,activated_stellate
1241,ductal,activated_stellate
1202,activated_stellate,activated_stellate
6486,activated_stellate,activated_stellate
2394,activated_stellate,acinar
6723,acinar,acinar
6236,acinar,acinar
4187,acinar,acinar
6968,acinar,acinar
7040,acinar,acinar
1738,acinar,acinar
4249,acinar,acinar
7029,acinar,acinar
5332,acinar,acinar
5105,acinar,acinar
7146,acinar,acinar
7061,acinar,acinar
6481,acinar,acinar
5660,acinar,acinar
8160,acinar,acinar
8479,ductal,acinar
4718,acinar,acinar
6540,acinar,acinar
1666,acinar,acinar
4730,acinar,acinar
5637,acinar,acinar
5654,acinar,acinar
8204,ductal,acinar
8222,ductal,acinar
1309,acinar,acinar
6411,acinar,acinar
6566,acinar,acinar
5766,acinar,acinar
5993,acinar,acinar
4014,acinar,acinar
6978,acinar,acinar
4321,acinar,acinar
5196,acinar,acinar
6171,acinar,acinar
7735,ductal,acinar
8375,ductal,acinar
5172,acinar,acinar
5279,acinar,acinar
6915,acinar,acinar
5260,delta,acinar
7609,ductal,acinar
3114,ductal,acinar
3269,ductal,acinar
3109,ductal,acinar
3215,ductal,acinar
3465,ductal,acinar
3408,ductal,acinar
2574,ductal,acinar
3523,ductal,acinar
2150,ductal,acinar
3177,ductal,acinar
3370,ductal,acinar
3263,ductal,acinar
3208,ductal,acinar
2520,ductal,acinar
2031,ductal,acinar
2541,ductal,acinar
1947,ductal,acinar
2729,ductal,acinar
2899,ductal,acinar
7393,ductal,acinar
622,acinar,acinar
7889,ductal,acinar
4137,acinar,acinar
4108,acinar,acinar
2340,ductal,acinar
7073,acinar,acinar
8273,ductal,acinar
8463,ductal,acinar
3970,ductal,acinar
6084,acinar,acinar
7140,acinar,acinar
8046,ductal,acinar
2665,ductal,acinar
3419,ductal,acinar
2887,ductal,acinar
2348,ductal,acinar
2572,ductal,acinar
2617,ductal,acinar
8089,ductal,acinar
7721,ductal,acinar
4344,acinar,acinar
1736,acinar,acinar
6228,acinar,acinar
6748,acinar,acinar
5166,acinar,acinar
5320,acinar,acinar
7160,acinar,acinar
2512,ductal,acinar
1962,ductal,acinar
860,acinar,acinar
4021,acinar,acinar
1226,ductal,acinar
4636,acinar,acinar
7345,ductal,acinar
7925,ductal,acinar
7903,ductal,acinar
7931,ductal,acinar
8084,ductal,acinar
7993,ductal,acinar
7518,ductal,acinar
8316,ductal,acinar
8004,beta,acinar
2658,ductal,acinar
4471,acinar,acinar
436,acinar,acinar
6916,acinar,acinar
6050,acinar,acinar
7178,acinar,acinar
7159,acinar,acinar
4438,acinar,acinar
5024,acinar,acinar
6162,alpha,acinar
1821,acinar,acinar
7161,acinar,acinar
4473,acinar,acinar
4393,acinar,acinar
7939,ductal,acinar
7668,ductal,acinar
7850,ductal,acinar
8312,ductal,acinar
8507,ductal,acinar
6977,acinar,acinar
3062,ductal,acinar
2548,ductal,acinar
3211,ductal,acinar
2939,ductal,acinar
2062,ductal,acinar
8113,ductal,acinar
2528,ductal,acinar
2649,ductal,acinar
3254,ductal,acinar
2642,ductal,acinar
3182,ductal,acinar
8028,ductal,acinar
5201,acinar,acinar
8302,ductal,acinar
8026,ductal,acinar
6222,acinar,acinar
2254,ductal,acinar
3290,acinar,acinar
2589,ductal,acinar
5749,acinar,acinar
6567,acinar,acinar
2008,ductal,acinar
3154,ductal,acinar
3125,ductal,acinar
3162,acinar,acinar
3124,ductal,acinar
7728,ductal,acinar
3305,ductal,acinar
7381,acinar,acinar
6967,alpha,acinar
4076,alpha,acinar
4868,alpha,acinar
5359,alpha,acinar
6242,acinar,acinar
5200,alpha,acinar
6774,acinar,acinar
1757,acinar,acinar
6922,acinar,acinar
6735,acinar,acinar
5848,acinar,acinar
5409,alpha,acinar
7113,acinar,acinar
