id,label
5128,ductal
6021,ductal
5165,ductal
4061,ductal
4096,ductal
6138,ductal
5980,ductal
6882,ductal
4211,ductal
1042,gamma
2710,ductal
2383,ductal
5119,alpha
1934,beta
1625,ductal
6599,ductal
7425,beta
4002,ductal
713,ductal
5957,ductal
4237,ductal
6763,ductal
3221,ductal
261,ductal
4525,endothelial
3892,activated_stellate
4829,activated_stellate
3803,activated_stellate
4926,activated_stellate
5587,activated_stellate
3749,activated_stellate
627,activated_stellate
1455,activated_stellate
698,activated_stellate
2842,activated_stellate
7282,activated_stellate
1946,activated_stellate
48,activated_stellate
5608,activated_stellate
4810,activated_stellate
3227,activated_stellate
725,activated_stellate
85,activated_stellate
1336,activated_stellate
156,activated_stellate
3220,activated_stellate
3385,activated_stellate
3343,activated_stellate
3158,activated_stellate
2139,activated_stellate
2827,activated_stellate
3204,activated_stellate
2786,activated_stellate
8392,activated_stellate
3198,activated_stellate
2206,activated_stellate
2804,activated_stellate
2102,activated_stellate
2184,activated_stellate
2154,activated_stellate
7337,activated_stellate
8074,activated_stellate
3376,activated_stellate
3196,activated_stellate
2697,activated_stellate
2007,activated_stellate
3336,activated_stellate
3369,activated_stellate
3323,activated_stellate
2600,activated_stellate
2108,activated_stellate
2203,activated_stellate
8128,activated_stellate
6670,activated_stellate
7620,activated_stellate
2331,activated_stellate
5963,activated_stellate
5615,activated_stellate
3923,activated_stellate
1348,activated_stellate
56,activated_stellate
2608,activated_stellate
3262,activated_stellate
7589,activated_stellate
7479,activated_stellate
7501,activated_stellate
7891,activated_stellate
7990,activated_stellate
8079,activated_stellate
7761,activated_stellate
8327,activated_stellate
8244,activated_stellate
7336,activated_stellate
1440,activated_stellate
1452,activated_stellate
44,activated_stellate
45,activated_stellate
7666,activated_stellate
2676,activated_stellate
2089,activated_stellate
3361,activated_stellate
2080,activated_stellate
7633,activated_stellate
7758,ductal
7475,ductal
7508,ductal
7384,ductal
7968,ductal
7617,ductal
3325,ductal
8062,ductal
7602,ductal
7365,ductal
7483,ductal
8053,ductal
8161,ductal
8179,ductal
3394,ductal
1433,ductal
203,ductal
7792,ductal
8413,ductal
8307,ductal
215,quiescent_stellate
8252,activated_stellate
7343,quiescent_stellate
7575,activated_stellate
7348,activated_stellate
1210,activated_stellate
16,activated_stellate
1343,activated_stellate
41,activated_stellate
1485,activated_stellate
2598,activated_stellate
3140,activated_stellate
2615,activated_stellate
1987,activated_stellate
1218,activated_stellate
2525,activated_stellate
7339,activated_stellate
1243,activated_stellate
7394,activated_stellate
7332,activated_stellate
7940,activated_stellate
7958,activated_stellate
2565,activated_stellate
2778,activated_stellate
7364,ductal
8186,ductal
2142,ductal
8141,ductal
8027,ductal
785,ductal
8009,ductal
8069,ductal
8129,ductal
8378,ductal
2889,ductal
7786,ductal
3424,ductal
8544,ductal
2995,ductal
8321,ductal
8090,ductal
4090,alpha
8012,ductal
218,endothelial
7424,ductal
7954,ductal
7278,ductal
7306,ductal
7397,ductal
7923,ductal
7326,ductal
2066,ductal
7906,ductal
8253,activated_stellate
8176,activated_stellate
5698,activated_stellate
1968,activated_stellate
5579,endothelial
1219,activated_stellate
8131,ductal
2549,ductal
8049,ductal
656,acinar
3364,ductal
1448,activated_stellate
5950,endothelial
1028,quiescent_stellate
4895,alpha
2015,ductal
2865,ductal
5138,macrophage
7706,activated_stellate
46,activated_stellate
5550,activated_stellate
2646,macrophage
1376,macrophage
7932,macrophage
8132,activated_stellate
7497,macrophage
2640,macrophage
288,macrophage
3367,macrophage
2926,macrophage
2104,macrophage
7561,macrophage
7411,macrophage
3243,macrophage
7362,macrophage
1241,ductal
1202,activated_stellate
6486,activated_stellate
2394,activated_stellate
6723,acinar
6236,acinar
4187,acinar
6968,acinar
7040,acinar
1738,acinar
4249,acinar
7029,acinar
5332,acinar
5105,acinar
7146,acinar
7061,acinar
6481,acinar
5660,acinar
8160,acinar
8479,ductal
4718,acinar
6540,acinar
1666,acinar
4730,acinar
5637,acinar
5654,acinar
8204,ductal
8222,ductal
1309,acinar
6411,acinar
6566,acinar
5766,acinar
5993,acinar
4014,acinar
6978,acinar
4321,acinar
5196,acinar
6171,acinar
7735,ductal
8375,ductal
5172,acinar
5279,acinar
6915,acinar
5260,delta
7609,ductal
3114,ductal
3269,ductal
3109,ductal
3215,ductal
3465,ductal
3408,ductal
2574,ductal
3523,ductal
2150,ductal
3177,ductal
3370,ductal
3263,ductal
3208,ductal
2520,ductal
2031,ductal
2541,ductal
1947,ductal
2729,ductal
2899,ductal
7393,ductal
622,acinar
7889,ductal
4137,acinar
4108,acinar
2340,ductal
7073,acinar
8273,ductal
8463,ductal
3970,ductal
6084,acinar
7140,acinar
8046,ductal
2665,ductal
3419,ductal
2887,ductal
2348,ductal
2572,ductal
2617,ductal
8089,ductal
7721,ductal
4344,acinar
1736,acinar
6228,acinar
6748,acinar
5166,acinar
5320,acinar
7160,acinar
2512,ductal
1962,ductal
860,acinar
4021,acinar
1226,ductal
4636,acinar
7345,ductal
7925,ductal
7903,ductal
7931,ductal
8084,ductal
7993,ductal
7518,ductal
8316,ductal
8004,beta
2658,ductal
4471,acinar
436,acinar
6916,acinar
6050,acinar
7178,acinar
7159,acinar
4438,acinar
5024,acinar
6162,alpha
1821,acinar
7161,acinar
4473,acinar
4393,acinar
7939,ductal
7668,ductal
7850,ductal
8312,ductal
8507,ductal
6977,acinar
3062,ductal
2548,ductal
3211,ductal
2939,ductal
2062,ductal
8113,ductal
2528,ductal
2649,ductal
3254,ductal
2642,ductal
3182,ductal
8028,ductal
5201,acinar
8302,ductal
8026,ductal
6222,acinar
2254,ductal
3290,acinar
2589,ductal
5749,acinar
6567,acinar
2008,ductal
3154,ductal
3125,ductal
3162,acinar
3124,ductal
7728,ductal
3305,ductal
7381,acinar
6967,alpha
4076,alpha
4868,alpha
5359,alpha
6242,acinar
5200,alpha
6774,acinar
1757,acinar
6922,acinar
6735,acinar
5848,acinar
5409,alpha
7113,acinar
7052,acinar
466,acinar
1825,acinar
5376,acinar
6169,acinar
6168,acinar
6273,acinar
7129,acinar
7010,acinar
6159,acinar
4835,acinar
6639,acinar
4233,acinar
7295,ductal
5958,acinar
7882,ductal
3833,acinar
6075,acinar
5647,acinar
4759,acinar
6772,acinar
4286,acinar
5321,acinar
453,acinar
4455,acinar
6309,acinar
5358,acinar
5181,acinar
5229,acinar
4439,acinar
1039,acinar
6145,acinar
5734,acinar
6251,acinar
7109,acinar
4451,acinar
4162,endothelial
6284,acinar
6217,acinar
5020,acinar
7150,acinar
1797,acinar
5247,acinar
5030,acinar
4812,acinar
8443,ductal
8292,ductal
2653,ductal
3244,ductal
6869,acinar
1150,acinar
6113,acinar
7032,acinar
5174,acinar
7115,acinar
413,acinar
5621,acinar
2511,ductal
2563,ductal
2023,ductal
6178,acinar
6161,acinar
1798,acinar
5233,acinar
7079,alpha
6543,acinar
2328,ductal
2547,alpha
6835,ductal
3440,alpha
2289,alpha
7807,alpha
3579,alpha
3595,alpha
7747,alpha
8195,alpha
8239,alpha
815,alpha
1277,alpha
1377,alpha
4703,alpha
4774,alpha
8108,alpha
8124,alpha
7599,alpha
2018,alpha
8116,alpha
7434,alpha
3548,alpha
8138,alpha
8078,alpha
3271,alpha
2180,alpha
2293,alpha
2239,alpha
3946,alpha
3763,alpha
5591,alpha
7555,alpha
6523,alpha
5071,alpha
5655,alpha
2500,alpha
792,alpha
3900,alpha
5673,alpha
8172,alpha
8002,alpha
5560,alpha
2165,alpha
3147,alpha
2121,alpha
2706,alpha
3315,alpha
2101,alpha
3919,alpha
4921,alpha
5881,alpha
3897,alpha
5786,alpha
3996,alpha
879,alpha
3489,alpha
7774,alpha
8329,alpha
3429,alpha
8094,alpha
8144,alpha
4936,alpha
6573,alpha
6705,alpha
6661,alpha
3809,alpha
6539,alpha
6619,alpha
3847,alpha
3890,alpha
2339,alpha
2523,alpha
2100,alpha
3242,alpha
4136,alpha
2800,alpha
2914,alpha
5930,alpha
3924,alpha
3893,alpha
5803,alpha
3477,alpha
2282,alpha
2155,alpha
3163,alpha
8056,alpha
8342,alpha
2028,alpha
6788,alpha
5710,alpha
2908,alpha
2162,alpha
3303,alpha
3284,alpha
2238,alpha
2379,alpha
2409,alpha
3327,alpha
3148,alpha
5860,alpha
3209,alpha
6552,alpha
5667,alpha
4844,alpha
3845,alpha
6614,alpha
4789,alpha
7764,alpha
8201,alpha
5015,alpha
2055,alpha
2962,alpha
2441,alpha
3600,alpha
5912,alpha
3582,alpha
8254,alpha
864,alpha
2314,alpha
3422,alpha
3599,alpha
2356,alpha
3499,alpha
3494,alpha
3253,alpha
2354,alpha
5077,alpha
2236,alpha
2280,alpha
3180,alpha
7496,alpha
2030,alpha
5790,alpha
2003,alpha
2083,alpha
2067,alpha
2099,alpha
3435,alpha
7541,alpha
7963,alpha
7610,alpha
7562,alpha
6553,alpha
6412,alpha
2591,alpha
2594,alpha
2022,alpha
2498,alpha
870,alpha
7545,alpha
4736,alpha
8267,alpha
3295,alpha
8394,alpha
2388,alpha
6657,alpha
682,alpha
4755,alpha
5549,alpha
2323,alpha
3157,alpha
7743,alpha
2058,ductal
4965,alpha
4230,alpha
816,alpha
2257,alpha
8107,alpha
2279,alpha
8031,alpha
833,alpha
7694,alpha
3478,alpha
2266,alpha
8466,alpha
3374,alpha
3471,alpha
6134,alpha
5106,alpha
4763,alpha
2202,alpha
2136,alpha
3277,alpha
3390,alpha
6613,alpha
6576,alpha
3805,alpha
7982,alpha
2047,alpha
3433,alpha
5678,alpha
2094,alpha
2231,alpha
5566,alpha
2036,alpha
5530,alpha
3779,alpha
4775,alpha
4848,alpha
6626,alpha
7427,alpha
2402,alpha
2112,alpha
3235,alpha
2534,alpha
859,alpha
829,alpha
754,alpha
6598,alpha
1326,alpha
161,alpha
5042,alpha
3395,alpha
6782,alpha
3381,alpha
3341,alpha
3552,alpha
7992,alpha
7642,alpha
7552,alpha
7674,alpha
2357,alpha
6698,alpha
3927,alpha
4705,alpha
198,alpha
4962,alpha
8275,alpha
7623,alpha
8052,alpha
7928,alpha
131,alpha
634,ductal
2718,alpha
7658,alpha
8038,alpha
1588,alpha
8215,alpha
7739,alpha
1027,alpha
6173,alpha
1871,alpha
5981,alpha
6623,alpha
2147,alpha
3560,alpha
2286,alpha
3333,ductal
6859,alpha
5083,alpha
4171,alpha
4885,alpha
5078,alpha
3938,alpha
6860,alpha
4376,alpha
2396,alpha
994,alpha
3507,alpha
2397,alpha
2259,alpha
4966,alpha
3460,alpha
2712,alpha
3274,alpha
3317,alpha
7709,alpha
3383,alpha
3500,alpha
2391,alpha
8476,alpha
8457,alpha
7738,alpha
8251,alpha
8294,alpha
3469,alpha
2167,alpha
7636,alpha
1684,alpha
2226,alpha
6669,alpha
4888,alpha
3391,alpha
3986,alpha
6474,alpha
4853,alpha
5727,alpha
4887,alpha
2808,alpha
2814,alpha
3238,alpha
2145,alpha
4298,alpha
5252,alpha
4086,alpha
6757,alpha
5706,alpha
6686,alpha
7361,alpha
2652,alpha
6584,alpha
3538,alpha
2809,alpha
3503,alpha
8483,alpha
8400,alpha
7784,alpha
2417,alpha
3644,alpha
3634,alpha
3458,alpha
5068,alpha
6863,alpha
1590,alpha
946,alpha
2466,alpha
8377,alpha
8247,alpha
8231,alpha
8369,alpha
8148,alpha
7357,alpha
7360,alpha
2607,alpha
2300,alpha
2711,alpha
6451,alpha
3776,alpha
3972,alpha
6808,alpha
5649,alpha
5014,alpha
6583,alpha
5823,alpha
3830,alpha
6703,alpha
4906,alpha
3843,alpha
1297,alpha
1486,alpha
5854,alpha
5793,alpha
2366,alpha
4205,alpha
3995,alpha
6535,alpha
3117,alpha
7529,alpha
3190,alpha
2177,alpha
2399,alpha
2312,alpha
2449,alpha
2898,alpha
3310,alpha
7064,alpha
5115,alpha
8290,alpha
3285,alpha
7956,alpha
7652,alpha
2151,alpha
7525,alpha
3360,alpha
2433,alpha
8234,alpha
2095,alpha
103,alpha
2334,alpha
967,alpha
2322,alpha
2447,alpha
3522,alpha
6934,alpha
3578,alpha
2463,alpha
7023,alpha
6100,alpha
3537,alpha
2294,alpha
5872,alpha
6804,alpha
6664,alpha
1423,alpha
4809,alpha
5741,alpha
7777,alpha
2820,alpha
2247,alpha
2731,alpha
6002,alpha
8433,alpha
2077,alpha
6184,alpha
4753,alpha
3412,alpha
6190,alpha
5285,alpha
1367,alpha
2172,alpha
2021,alpha
2243,alpha
2529,alpha
7524,alpha
4710,alpha
5141,alpha
6521,alpha
3947,alpha
5896,alpha
1472,alpha
4714,alpha
6643,alpha
2237,alpha
5879,alpha
3436,alpha
8043,alpha
8336,alpha
7514,alpha
5742,alpha
7708,alpha
5791,alpha
5888,alpha
4963,alpha
1466,alpha
2341,alpha
1558,alpha
4998,alpha
4779,alpha
4188,alpha
2436,alpha
8230,alpha
8243,alpha
7828,alpha
3934,alpha
8192,alpha
5155,alpha
8073,alpha
6588,alpha
3942,alpha
5026,alpha
6064,alpha
4017,alpha
619,alpha
8080,alpha
2559,alpha
3302,alpha
324,alpha
5798,alpha
3976,alpha
4943,alpha
5750,alpha
5006,alpha
6727,alpha
3985,alpha
1553,alpha
876,alpha
880,alpha
187,alpha
3328,alpha
3267,alpha
5838,alpha
5966,alpha
6716,alpha
4319,alpha
2987,alpha
852,alpha
2983,alpha
3545,alpha
4794,alpha
3950,alpha
7811,alpha
2556,alpha
6771,alpha
2214,alpha
4833,alpha
3952,alpha
3744,alpha
821,alpha
7547,alpha
3883,alpha
6533,alpha
3246,alpha
3248,alpha
2321,alpha
4871,alpha
4861,alpha
3832,alpha
6844,alpha
3486,alpha
4958,alpha
606,alpha
2458,alpha
8030,beta
6776,alpha
2245,alpha
1506,alpha
2628,alpha
3912,alpha
4142,alpha
2978,alpha
7598,alpha
4109,alpha
4198,alpha
4175,alpha
7122,alpha
7835,alpha
4272,alpha
6068,alpha
6815,alpha
5000,alpha
4035,alpha
3764,alpha
3142,alpha
2115,alpha
3868,alpha
5675,alpha
3898,alpha
5921,alpha
5770,alpha
6446,ductal
6589,alpha
4744,alpha
67,alpha
4164,alpha
4019,alpha
4880,alpha
2149,alpha
2803,alpha
3214,alpha
3497,alpha
8528,alpha
6519,alpha
6612,alpha
5753,alpha
5998,alpha
6048,alpha
4285,alpha
2938,alpha
5889,alpha
6996,alpha
4712,alpha
3958,alpha
5622,alpha
4876,alpha
3838,alpha
4798,alpha
3960,alpha
5748,alpha
1563,alpha
7013,alpha
3884,alpha
2570,alpha
3299,alpha
2537,alpha
3378,alpha
2229,alpha
3226,alpha
8345,alpha
2384,alpha
6055,alpha
6088,alpha
6695,alpha
5831,alpha
5983,alpha
4074,alpha
5856,alpha
5779,alpha
2639,alpha
5858,alpha
2791,alpha
6737,alpha
5890,alpha
4935,alpha
5275,alpha
2796,alpha
3400,alpha
2933,alpha
2297,alpha
2551,alpha
1598,alpha
4243,alpha
4128,alpha
6615,alpha
4089,alpha
6742,alpha
5099,alpha
2588,alpha
2818,alpha
2764,alpha
2755,alpha
2721,alpha
2733,alpha
2848,alpha
3954,alpha
2946,alpha
5073,alpha
2856,alpha
3337,alpha
2306,alpha
2624,alpha
3790,alpha
5254,alpha
5101,alpha
5809,alpha
1541,alpha
3957,alpha
6850,alpha
263,alpha
6605,alpha
6987,alpha
6080,alpha
4989,alpha
6060,alpha
4213,alpha
7041,alpha
22,alpha
4392,alpha
5148,alpha
5714,alpha
4133,alpha
3928,alpha
2046,alpha
2272,alpha
2158,alpha
2026,alpha
3234,alpha
5884,alpha
3259,alpha
5763,alpha
5029,alpha
5801,alpha
3852,alpha
4816,alpha
4804,alpha
6718,alpha
4813,alpha
5002,alpha
3913,alpha
4955,alpha
5990,alpha
4748,alpha
5905,alpha
2634,alpha
6051,alpha
5864,alpha
6677,alpha
4168,alpha
3982,alpha
5771,alpha
5645,alpha
5901,alpha
5830,alpha
6013,alpha
3941,alpha
2159,alpha
2763,alpha
6800,alpha
5117,alpha
2783,alpha
2829,alpha
5972,alpha
6902,alpha
2698,alpha
2789,alpha
3363,alpha
7482,alpha
2599,alpha
2663,alpha
5130,alpha
4129,alpha
8163,alpha
5694,alpha
8339,alpha
5047,alpha
6733,alpha
3888,alpha
6890,alpha
6883,alpha
6973,alpha
5913,alpha
1977,macrophage
6527,alpha
4922,alpha
5129,alpha
6974,alpha
5028,alpha
4983,alpha
6831,alpha
4739,alpha
4672,alpha
4886,alpha
5160,alpha
5819,alpha
4806,alpha
5040,alpha
5629,alpha
3373,alpha
2762,alpha
6947,alpha
6798,alpha
5857,alpha
5025,alpha
4769,alpha
6672,alpha
5089,alpha
4796,alpha
4033,alpha
4013,alpha
5616,alpha
6730,alpha
2361,alpha
2799,alpha
3447,alpha
4060,alpha
2195,alpha
2555,alpha
2057,alpha
2825,alpha
5867,alpha
5977,alpha
5056,alpha
6790,alpha
6483,alpha
3817,alpha
5869,alpha
2870,alpha
6617,alpha
8405,alpha
5885,alpha
4172,alpha
4865,alpha
5036,alpha
6865,alpha
4088,alpha
2948,alpha
4169,alpha
3834,alpha
3372,alpha
5891,alpha
3814,alpha
1672,alpha
6786,alpha
2337,alpha
8032,alpha
6913,alpha
6926,alpha
4079,alpha
5051,alpha
5752,alpha
6923,alpha
4062,alpha
6004,alpha
5175,alpha
5061,alpha
4227,alpha
1299,alpha
1490,alpha
1581,alpha
3813,alpha
6518,alpha
4914,alpha
5827,alpha
6701,alpha
4947,alpha
6010,alpha
4915,alpha
4973,alpha
5114,alpha
4863,alpha
5272,alpha
62,alpha
1371,alpha
191,alpha
8147,alpha
2345,alpha
3917,alpha
2273,alpha
8352,alpha
8227,alpha
8372,alpha
7749,alpha
4920,alpha
4203,alpha
6231,alpha
7145,alpha
8508,alpha
6881,alpha
3178,alpha
2187,alpha
2708,alpha
2578,alpha
2423,alpha
3640,alpha
1054,alpha
6749,alpha
6212,alpha
7228,alpha
4493,alpha
7166,alpha
2445,alpha
3020,alpha
1695,alpha
365,alpha
5246,alpha
8514,alpha
2395,alpha
7745,alpha
1773,alpha
1587,alpha
7138,alpha
8431,alpha
8149,alpha
6125,alpha
4982,alpha
4015,alpha
6671,alpha
226,alpha
8408,alpha
7746,alpha
381,alpha
6279,alpha
977,alpha
4953,alpha
5932,alpha
3989,alpha
1491,alpha
1496,alpha
8208,alpha
3425,alpha
2113,alpha
4469,alpha
2428,alpha
5328,alpha
6078,alpha
5159,alpha
6185,alpha
1782,beta
4490,alpha
7205,alpha
6290,alpha
2385,alpha
2378,alpha
2953,alpha
7021,alpha
6143,alpha
5380,alpha
322,alpha
7094,alpha
8566,alpha
3661,alpha
3554,alpha
8488,alpha
8539,alpha
2176,alpha
3043,alpha
6044,alpha
4521,alpha
6245,alpha
5109,alpha
5227,alpha
6799,alpha
2812,alpha
2741,alpha
2596,alpha
7611,alpha
2276,alpha
3159,alpha
8063,alpha
7723,alpha
4409,alpha
1657,alpha
4870,alpha
4253,alpha
6827,alpha
332,alpha
6823,alpha
2350,alpha
1600,alpha
5177,alpha
4262,alpha
4030,alpha
270,alpha
5919,alpha
4045,alpha
1382,alpha
185,alpha
6992,alpha
5843,alpha
4734,alpha
4860,alpha
4959,alpha
3956,alpha
4918,alpha
8306,alpha
2664,alpha
5917,gamma
8356,alpha
3550,alpha
6206,alpha
6917,endothelial
6921,alpha
917,alpha
3505,alpha
3392,alpha
3508,alpha
3029,alpha
2785,alpha
4310,alpha
6877,alpha
4011,alpha
5935,alpha
4273,alpha
3048,alpha
1702,alpha
939,alpha
357,alpha
6028,alpha
6166,alpha
1007,alpha
1765,alpha
899,alpha
1668,alpha
5197,alpha
4896,alpha
935,alpha
5126,alpha
6172,alpha
5065,alpha
8441,alpha
6938,alpha
4350,alpha
6852,alpha
2846,alpha
2999,alpha
7027,alpha
5013,alpha
2910,alpha
3487,alpha
3280,alpha
2790,alpha
3260,alpha
5171,alpha
2757,alpha
2669,alpha
7690,alpha
2105,alpha
919,alpha
1435,alpha
6001,alpha
5942,alpha
4808,alpha
4078,alpha
4270,alpha
5832,alpha
5010,alpha
6693,alpha
245,alpha
5308,alpha
6920,alpha
3464,alpha
3492,alpha
5133,alpha
6795,alpha
4268,alpha
5004,alpha
6170,alpha
5341,alpha
6949,alpha
1050,alpha
5319,alpha
7660,alpha
4950,alpha
2902,alpha
2377,alpha
7840,alpha
5370,alpha
3485,alpha
3568,alpha
6261,alpha
8429,alpha
3530,alpha
2443,alpha
3502,alpha
433,alpha
3468,alpha
835,alpha
5046,alpha
5863,alpha
5100,alpha
4891,ductal
7879,ductal
6090,alpha
6813,alpha
6853,alpha
5876,alpha
5785,alpha
2969,alpha
6889,alpha
4027,alpha
2960,alpha
6034,alpha
8484,alpha
6257,alpha
4325,alpha
5219,alpha
4403,alpha
4226,alpha
4700,alpha
202,alpha
8390,alpha
2349,alpha
6188,alpha
5216,alpha
4981,alpha
5168,alpha
4202,alpha
4846,alpha
2064,alpha
8446,alpha
8276,alpha
8509,alpha
2993,alpha
4760,alpha
4186,alpha
2429,alpha
8515,alpha
3558,alpha
2581,activated_stellate
2951,alpha
2122,gamma
4737,gamma
7597,gamma
2249,gamma
6049,alpha
1592,alpha
5067,alpha
4116,alpha
4968,alpha
7207,alpha
2374,alpha
7134,alpha
7107,alpha
5059,alpha
7235,alpha
4470,alpha
8200,alpha
2660,alpha
3405,alpha
2868,alpha
4441,alpha
5344,alpha
2911,alpha
2655,alpha
1656,alpha
1623,alpha
3980,alpha
5191,alpha
5211,alpha
5063,alpha
3997,alpha
4106,alpha
5135,alpha
5563,alpha
6066,alpha
4453,alpha
5304,alpha
4318,alpha
5053,alpha
2970,alpha
2253,alpha
1976,alpha
2274,alpha
2603,alpha
4113,alpha
6045,alpha
8301,alpha
3911,alpha
6205,alpha
2439,alpha
2772,alpha
2852,alpha
4195,alpha
2836,alpha
2975,alpha
2982,alpha
2956,alpha
5777,alpha
5903,alpha
6091,alpha
2837,alpha
2873,alpha
2851,alpha
2657,ductal
6105,alpha
5978,alpha
4036,alpha
4210,alpha
5207,alpha
6909,alpha
2864,alpha
5303,alpha
1691,alpha
6925,alpha
5944,alpha
6039,alpha
5282,alpha
6640,alpha
5054,alpha
2720,alpha
4159,alpha
5931,alpha
6011,alpha
5192,alpha
5781,alpha
6000,alpha
6700,alpha
6141,alpha
6692,alpha
6556,alpha
4299,alpha
5038,alpha
6085,alpha
4338,alpha
4353,alpha
7139,alpha
6229,alpha
2924,alpha
4261,alpha
5118,alpha
6065,alpha
5058,alpha
2886,alpha
4346,alpha
2875,alpha
5817,alpha
4930,alpha
2920,alpha
2016,alpha
4934,alpha
1426,alpha
6687,alpha
2597,alpha
2659,alpha
2672,alpha
8250,alpha
2859,alpha
3597,alpha
3223,alpha
2937,alpha
4879,alpha
3309,alpha
2584,alpha
2788,alpha
2826,alpha
2838,alpha
2592,alpha
7477,alpha
3318,alpha
2091,alpha
2157,alpha
2684,alpha
3225,alpha
5902,alpha
4985,alpha
5075,alpha
272,alpha
4180,alpha
6197,alpha
5262,alpha
6018,alpha
5938,alpha
4907,alpha
2801,alpha
2713,alpha
5212,alpha
5176,alpha
3901,alpha
2724,alpha
2695,alpha
2876,alpha
2777,alpha
6825,alpha
4911,alpha
5976,alpha
4099,alpha
6894,alpha
8388,alpha
3338,alpha
4384,alpha
183,alpha
7359,alpha
2611,alpha
5142,alpha
969,alpha
1662,alpha
4339,alpha
5305,alpha
4801,alpha
6838,alpha
6767,alpha
1604,alpha
5811,alpha
4112,alpha
4132,alpha
4103,alpha
6625,alpha
2976,alpha
1813,alpha
7018,alpha
7025,alpha
2980,alpha
3444,alpha
2807,alpha
2940,alpha
8526,alpha
4764,beta
4068,alpha
2860,alpha
4388,alpha
5313,alpha
138,alpha
6083,alpha
5999,alpha
5238,alpha
3859,alpha
4029,alpha
7049,alpha
4048,alpha
3729,alpha
1439,alpha
4341,alpha
2850,alpha
6743,alpha
6775,alpha
6655,alpha
7302,alpha
2515,alpha
2517,macrophage
1478,alpha
2051,alpha
3354,alpha
7930,ductal
1883,alpha
3057,alpha
3614,alpha
4468,alpha
7031,alpha
4434,alpha
4342,alpha
5080,alpha
6165,alpha
3557,alpha
3038,alpha
4458,alpha
5161,alpha
4154,alpha
6191,alpha
7469,alpha
4246,alpha
7714,alpha
3355,alpha
4278,alpha
5258,alpha
4216,alpha
3981,endothelial
1621,gamma
4387,alpha
2815,alpha
2988,alpha
2845,alpha
8497,alpha
7132,alpha
3077,alpha
5393,alpha
3037,alpha
3572,alpha
3073,alpha
6298,alpha
6307,alpha
4292,alpha
6216,alpha
4383,alpha
4535,alpha
6276,alpha
3041,alpha
2707,alpha
2918,alpha
2474,alpha
2957,alpha
5395,alpha
2891,alpha
2929,alpha
2932,alpha
2896,alpha
6023,alpha
4234,alpha
7123,alpha
7043,alpha
1627,alpha
6979,alpha
5357,alpha
5095,alpha
8482,alpha
4396,alpha
7019,alpha
6144,alpha
4312,alpha
7264,alpha
7257,alpha
7249,alpha
4500,alpha
3033,alpha
414,alpha
6929,alpha
6270,alpha
6906,alpha
1083,alpha
4405,alpha
2952,alpha
5265,alpha
4407,alpha
4731,alpha
4200,alpha
1470,alpha
1527,alpha
1578,alpha
5895,alpha
1784,alpha
334,alpha
991,alpha
3993,alpha
4908,alpha
4851,ductal
3904,alpha
4377,alpha
5187,alpha
3964,alpha
4277,alpha
6234,alpha
4543,alpha
7179,alpha
7246,alpha
7237,alpha
2456,alpha
7198,alpha
7103,alpha
6254,alpha
7847,alpha
8454,alpha
5299,alpha
954,alpha
4327,alpha
6112,alpha
1540,alpha
6734,alpha
1633,alpha
401,alpha
7785,alpha
4432,acinar
6076,alpha
435,alpha
5193,alpha
5280,alpha
7105,alpha
4148,alpha
5351,alpha
6033,alpha
4182,alpha
6189,alpha
2994,alpha
3031,alpha
5347,alpha
4071,alpha
6297,alpha
6867,alpha
4028,alpha
4126,alpha
248,alpha
5094,alpha
5316,alpha
6768,alpha
7033,alpha
2352,alpha
4398,alpha
7054,alpha
2311,alpha
6940,alpha
6604,quiescent_stellate
5946,alpha
5941,alpha
6988,alpha
5045,alpha
5241,alpha
5214,alpha
4242,alpha
5076,alpha
4355,alpha
6099,alpha
5203,alpha
5240,alpha
3035,alpha
5398,alpha
4446,alpha
7004,alpha
4349,alpha
5079,alpha
7116,alpha
5158,alpha
6803,alpha
6193,alpha
6194,alpha
5360,alpha
4423,alpha
6247,alpha
7172,alpha
6972,alpha
5162,alpha
2001,alpha
6153,alpha
4951,alpha
4474,alpha
5343,alpha
4111,alpha
4302,alpha
6196,alpha
5149,alpha
326,alpha
3030,alpha
2869,alpha
958,alpha
4229,alpha
4049,alpha
6163,alpha
5041,alpha
4306,alpha
6109,alpha
5108,alpha
8426,alpha
6969,alpha
4487,alpha
7188,alpha
6995,alpha
6183,alpha
6260,alpha
8562,alpha
7170,alpha
4799,ductal
6706,ductal
6806,alpha
4031,alpha
6888,quiescent_stellate
4437,alpha
257,alpha
818,alpha
4770,alpha
102,alpha
1589,alpha
4988,alpha
8111,alpha
6946,alpha
2863,alpha
3044,alpha
1191,alpha
1874,alpha
4459,endothelial
7117,alpha
4390,alpha
7173,alpha
6912,alpha
3011,alpha
6092,alpha
8396,alpha
6230,alpha
3008,alpha
7078,alpha
6259,alpha
4051,alpha
6063,alpha
5971,alpha
5116,quiescent_stellate
5150,alpha
6805,alpha
6762,alpha
5548,alpha
5009,alpha
6052,alpha
6020,alpha
4923,alpha
3915,alpha
2990,alpha
2753,alpha
3025,alpha
8395,alpha
3848,alpha
5650,alpha
3800,alpha
5558,alpha
3742,alpha
4859,alpha
2069,alpha
2635,alpha
2813,alpha
6765,alpha
2103,alpha
8445,alpha
2128,alpha
5907,alpha
2747,alpha
2704,alpha
5093,alpha
